
Personal Care,7/21/2011,7990,81.73
Beverages,10/9/2013,9107,47.45
Fruits,8/22/2013,5786,9.33
Meat,3/25/2015,7877,421.89
Beverages,4/24/2012,2257,47.45
Fruits,11/18/2014,7840,9.33
Office Supplies,1/20/2015,567,651.21
Cosmetics,8/3/2013,8413,437.20
Fruits,2/4/2016,6381,9.33
Cosmetics,2/5/2014,1507,437.20
Household,7/23/2011,7861,668.27
Baby Food,6/27/2013,1539,255.28
Household,8/11/2014,5672,668.27
Baby Food,9/18/2010,5421,255.28
Cosmetics,1/6/2010,2979,437.20
Vegetables,3/20/2014,2568,154.06
Personal Care,9/22/2014,5445,81.73
Snacks,8/5/2011,4894,152.58
Cosmetics,4/16/2017,1234,437.20
Fruits,1/24/2015,6813,9.33
Baby Food,9/24/2015,1011,255.28
Baby Food,1/9/2016,5238,255.28
Beverages,7/11/2017,7939,47.45
Cosmetics,4/29/2015,9585,437.20
Vegetables,11/29/2016,7682,154.06
Household,9/20/2015,1767,668.27
Personal Care,1/6/2010,8406,81.73
Cosmetics,4/13/2014,6198,437.20
Household,7/26/2017,773,668.27
Office Supplies,10/5/2016,7948,651.21
Meat,3/26/2011,1963,421.89
Fruits,12/24/2016,5594,9.33
Office Supplies,3/24/2013,4626,651.21
Personal Care,5/5/2014,1877,81.73
Office Supplies,1/13/2013,2194,651.21
Vegetables,6/11/2014,7459,154.06
Beverages,3/11/2017,1582,47.45
Office Supplies,3/10/2017,5505,651.21
Baby Food,5/30/2011,2203,255.28
Cosmetics,10/25/2016,1680,437.20
Clothes,8/1/2013,5972,109.28
Baby Food,1/8/2017,4146,255.28
Household,3/20/2013,7302,668.27
Snacks,10/27/2015,3569,152.58
Fruits,11/3/2016,3108,9.33
Personal Care,2/16/2013,3112,81.73
Meat,3/4/2010,2804,421.89
Household,9/29/2010,8439,668.27
Meat,2/9/2011,8304,421.89
Office Supplies,5/15/2012,7715,651.21
Snacks,9/18/2016,4021,152.58
Beverages,1/10/2016,1603,47.45
Snacks,10/26/2010,6871,152.58
Clothes,1/16/2014,3267,109.28
Clothes,12/27/2016,6266,109.28
Household,10/21/2015,8372,668.27
Office Supplies,4/7/2015,4122,651.21
Snacks,6/6/2017,5082,152.58
Meat,4/14/2010,4852,421.89
Fruits,12/11/2016,4060,9.33
Office Supplies,2/29/2016,5370,651.21
Clothes,4/3/2014,8471,109.28
Vegetables,1/13/2011,5090,154.06
Snacks,3/2/2011,3979,152.58
Cosmetics,10/20/2012,5926,437.20
Clothes,5/18/2011,8748,109.28
Meat,12/17/2010,2293,421.89
Personal Care,11/25/2012,3442,81.73
Snacks,1/18/2012,1105,152.58
Cosmetics,8/29/2015,1224,437.20
Fruits,12/2/2016,1775,9.33
Beverages,11/15/2013,7760,47.45
Personal Care,3/9/2013,6217,81.73
Cereal,3/31/2011,1213,205.70
Household,1/23/2013,8846,668.27
Snacks,5/13/2013,2247,152.58
Clothes,7/7/2015,6576,109.28
Snacks,7/28/2012,4026,152.58
Baby Food,10/27/2013,8821,255.28
Household,9/2/2010,2215,668.27
Office Supplies,9/27/2010,7494,651.21
Meat,5/11/2011,4977,421.89
Personal Care,11/30/2010,7011,81.73
Personal Care,8/25/2012,2976,81.73
Beverages,4/21/2013,4284,47.45
Meat,6/18/2014,9377,421.89
Personal Care,3/15/2011,8729,81.73
Snacks,1/9/2011,9843,152.58
Office Supplies,12/4/2014,2258,651.21
Snacks,8/9/2013,2539,152.58
Cosmetics,12/23/2013,9287,437.20
Personal Care,8/27/2012,8129,81.73
Cereal,11/22/2014,6728,205.70
Snacks,8/26/2015,9777,152.58
Meat,12/15/2010,3997,421.89
Cosmetics,10/30/2016,3146,437.20
Fruits,6/29/2012,3008,9.33
Clothes,4/24/2012,6401,109.28
Baby Food,7/29/2016,8174,255.28
Household,4/8/2015,206,668.27
Cereal,8/5/2014,6409,205.70
Clothes,6/16/2010,7725,109.28
Clothes,12/23/2014,7128,109.28
Office Supplies,10/31/2014,4622,651.21
Clothes,11/27/2012,2244,109.28
Baby Food,12/11/2016,9061,255.28
Beverages,1/10/2013,6172,47.45
Personal Care,10/24/2014,1706,81.73
Personal Care,4/20/2014,5826,81.73
Snacks,12/3/2015,5722,152.58
Snacks,1/6/2010,619,152.58
Vegetables,7/2/2014,6772,154.06
Household,6/28/2010,2467,668.27
Office Supplies,3/31/2014,3020,651.21
Household,10/19/2012,5782,668.27
Baby Food,3/7/2013,5131,255.28
Vegetables,11/29/2015,7479,154.06
Beverages,3/20/2011,6268,47.45
Household,2/7/2013,6972,668.27
Clothes,2/24/2010,2096,109.28
Clothes,9/15/2014,6175,109.28
Household,9/8/2013,778,668.27
Cereal,3/20/2010,9503,205.70
Clothes,4/8/2012,2979,109.28
Cereal,9/28/2013,3868,205.70
Clothes,5/19/2013,1863,109.28
Baby Food,12/30/2010,8686,255.28
Fruits,4/3/2011,3093,9.33
Household,4/21/2012,5871,668.27
Meat,2/26/2017,4835,421.89
Clothes,9/26/2014,9835,109.28
Meat,12/18/2013,7751,421.89
Household,4/4/2017,7494,668.27
Cereal,9/25/2016,5007,205.70
Meat,2/25/2013,8262,421.89
Clothes,2/15/2012,2265,109.28
Fruits,9/30/2012,4052,9.33
Clothes,5/28/2011,7690,109.28
Meat,2/10/2013,9279,421.89
Cereal,8/4/2012,1947,205.70
Household,3/18/2013,856,668.27
Household,8/8/2015,8199,668.27
Baby Food,11/25/2013,8199,255.28
Snacks,8/30/2014,2110,152.58
Fruits,5/12/2010,3220,9.33
Cereal,6/20/2013,1845,205.70
Cereal,10/22/2014,334,205.70
Fruits,1/17/2010,8067,9.33
Baby Food,1/23/2011,6455,255.28
Cosmetics,11/15/2011,3940,437.20
Cosmetics,2/15/2015,997,437.20
Office Supplies,3/7/2013,5129,651.21
Vegetables,8/9/2014,5874,154.06
Fruits,2/5/2010,9798,9.33
Fruits,2/22/2014,5500,9.33
Household,10/15/2015,8610,668.27
Office Supplies,9/15/2012,6790,651.21
Meat,1/5/2015,4730,421.89
Clothes,2/26/2011,9156,109.28
Cosmetics,2/25/2017,3822,437.20
Vegetables,3/26/2012,4514,154.06
Cereal,10/4/2010,4050,205.70
Snacks,1/6/2013,7278,152.58
Cosmetics,7/26/2016,6078,437.20
Meat,6/20/2012,4361,421.89
Fruits,10/9/2011,3069,9.33
Personal Care,6/13/2011,5177,81.73
Snacks,4/27/2013,689,152.58
Baby Food,9/15/2012,1641,255.28
Fruits,5/5/2017,7101,9.33
Office Supplies,4/25/2013,8167,651.21
Office Supplies,4/12/2014,2969,651.21
Cosmetics,3/27/2012,1668,437.20
Fruits,8/13/2011,1457,9.33
Office Supplies,5/1/2010,1559,651.21
Cosmetics,2/26/2011,8230,437.20
Cereal,5/7/2010,9754,205.70
Meat,8/6/2016,1451,421.89
Snacks,12/6/2016,667,152.58
Fruits,10/24/2010,1784,9.33
Baby Food,11/26/2013,1212,255.28
Fruits,6/7/2016,2394,9.33
Beverages,4/7/2017,803,47.45
Baby Food,7/17/2012,8944,255.28
Fruits,8/16/2014,1354,9.33
Household,6/1/2010,9599,668.27
Snacks,8/14/2010,7279,152.58
Office Supplies,8/21/2015,5023,651.21
Beverages,10/17/2011,5492,47.45
Baby Food,12/23/2012,8379,255.28
Snacks,6/6/2011,5408,152.58
Beverages,10/24/2011,5333,47.45
Vegetables,4/12/2012,8940,154.06
Office Supplies,11/2/2015,4047,651.21
Cosmetics,5/31/2011,502,437.20
Personal Care,7/2/2015,5186,81.73
Household,5/15/2015,7009,668.27
Fruits,9/17/2010,1914,9.33
Baby Food,6/7/2017,7874,255.28
Clothes,11/7/2010,9895,109.28
Cereal,10/12/2012,5012,205.70
Personal Care,1/15/2012,7293,81.73
Personal Care,8/20/2013,2836,81.73
Personal Care,4/17/2012,4772,81.73
Snacks,5/19/2011,8261,152.58
Household,7/13/2011,5497,668.27
Cereal,6/14/2014,701,205.70
Vegetables,7/21/2011,5131,154.06
Cosmetics,6/15/2010,2070,437.20
Clothes,1/21/2016,1838,109.28
Snacks,8/9/2011,6782,152.58
Cosmetics,6/27/2015,6282,437.20
Vegetables,11/12/2016,1751,154.06
Cereal,4/29/2017,1629,205.70
Beverages,12/14/2011,6390,47.45
Fruits,10/24/2015,3540,9.33
Meat,10/4/2014,2615,421.89
Beverages,8/21/2014,182,47.45
Household,10/14/2014,4839,668.27
Baby Food,10/27/2011,2217,255.28
Snacks,12/30/2010,9976,152.58
Vegetables,11/6/2014,2809,154.06
Cosmetics,10/28/2011,7440,437.20
Office Supplies,5/17/2010,7624,651.21
Personal Care,6/11/2012,9146,81.73
Personal Care,4/1/2017,4824,81.73
Clothes,7/2/2017,9507,109.28
Snacks,10/7/2010,5075,152.58
Cereal,10/25/2010,5438,205.70
Baby Food,7/23/2013,1539,255.28
Household,12/19/2015,6352,668.27
Meat,4/13/2012,9881,421.89
Office Supplies,12/23/2012,4164,651.21
Household,8/22/2010,8266,668.27
Baby Food,1/27/2014,3287,255.28
Meat,3/20/2014,7356,421.89
Snacks,8/23/2010,636,152.58
Beverages,5/10/2015,317,47.45
Cereal,2/13/2011,5625,205.70
Fruits,11/9/2015,2813,9.33
Personal Care,9/5/2010,167,81.73
Snacks,11/5/2011,3006,152.58
Cereal,12/18/2013,8678,205.70
Clothes,6/28/2016,1562,109.28
Beverages,5/15/2012,8070,47.45
Clothes,7/21/2014,1645,109.28
Fruits,4/30/2014,7759,9.33
Office Supplies,5/31/2015,8918,651.21
Baby Food,1/5/2015,9657,255.28
Beverages,3/11/2015,1545,47.45
Clothes,7/1/2011,8180,109.28
Vegetables,11/28/2011,192,154.06
Baby Food,4/27/2010,241,255.28
Office Supplies,1/18/2013,8021,651.21
Snacks,5/3/2012,5254,152.58
Clothes,11/4/2012,697,109.28
Cosmetics,9/22/2012,5134,437.20
Personal Care,12/29/2014,6383,81.73
Clothes,2/19/2016,4294,109.28
Beverages,7/5/2017,5745,47.45
Snacks,12/15/2013,9648,152.58
Meat,9/26/2012,1946,421.89
Household,8/12/2014,611,668.27
Baby Food,1/18/2010,649,255.28
Cereal,4/16/2013,9097,205.70
Personal Care,2/22/2013,20,81.73
Clothes,8/18/2014,9519,109.28
Fruits,6/20/2012,722,9.33
Cosmetics,1/9/2010,8792,437.20
Beverages,7/5/2015,5919,47.45
Office Supplies,6/24/2015,6329,651.21
Beverages,6/28/2016,1276,47.45
Vegetables,1/8/2011,4046,154.06
Household,7/17/2011,4956,668.27
Household,6/11/2016,6355,668.27
Cosmetics,10/29/2013,7623,437.20
Snacks,7/27/2015,171,152.58
Fruits,9/7/2015,2442,9.33
Snacks,10/27/2016,4909,152.58
Clothes,5/21/2015,2481,109.28
Household,1/28/2012,3690,668.27
Cosmetics,11/25/2015,7303,437.20
Office Supplies,11/25/2015,8948,651.21
Office Supplies,5/1/2017,6287,651.21
Vegetables,2/26/2015,4013,154.06
Clothes,12/19/2012,8849,109.28
Snacks,8/24/2011,4551,152.58
Cereal,2/16/2013,6903,205.70
Vegetables,8/21/2016,8724,154.06
Baby Food,11/21/2014,4862,255.28
Clothes,1/4/2013,7197,109.28
Snacks,3/18/2017,9640,152.58
Beverages,10/27/2015,3134,47.45
Beverages,5/19/2013,651,47.45
Vegetables,9/20/2011,2199,154.06
Baby Food,9/21/2013,9811,255.28
Fruits,12/25/2011,2556,9.33
Snacks,4/22/2015,1532,152.58
Snacks,8/18/2014,4869,152.58
Snacks,2/4/2017,2728,152.58
Household,12/29/2011,2303,668.27
Baby Food,5/19/2012,2815,255.28
Office Supplies,6/16/2013,520,651.21
Vegetables,6/25/2011,3705,154.06
Vegetables,2/21/2015,7687,154.06
Personal Care,6/21/2011,9813,81.73
Office Supplies,1/25/2015,4465,651.21
Baby Food,4/24/2011,8054,255.28
Meat,2/22/2013,4020,421.89
Clothes,11/11/2011,7840,109.28
Baby Food,3/7/2011,2016,255.28
Snacks,11/16/2015,1086,152.58
Fruits,11/12/2012,6616,9.33
Snacks,11/5/2012,2206,152.58
Vegetables,3/23/2016,8485,154.06
Fruits,11/21/2016,8115,9.33
Baby Food,8/5/2013,787,255.28
Baby Food,9/19/2013,8226,255.28
Clothes,5/8/2014,9186,109.28
Fruits,8/25/2013,4453,9.33
Snacks,8/15/2014,1845,152.58
Meat,10/4/2013,1211,421.89
Vegetables,6/2/2012,9429,154.06
Cosmetics,1/5/2013,5413,437.20
Baby Food,3/27/2015,5103,255.28
Meat,4/7/2012,6473,421.89
Office Supplies,4/17/2017,4529,651.21
Fruits,4/9/2014,6306,9.33
Clothes,9/22/2014,5872,109.28
Fruits,2/6/2016,9326,9.33
Cosmetics,2/12/2013,9797,437.20
Household,9/18/2016,2447,668.27
Fruits,5/20/2012,9467,9.33
Clothes,4/30/2014,546,109.28
Household,1/23/2012,9146,668.27
Snacks,1/27/2015,1199,152.58
Clothes,3/9/2014,9053,109.28
Meat,8/22/2012,2089,421.89
Meat,9/29/2014,1717,421.89
Meat,7/6/2014,6380,421.89
Baby Food,8/5/2014,6552,255.28
Meat,12/2/2014,9737,421.89
Fruits,6/25/2016,5472,9.33
Household,7/24/2017,324,668.27
Beverages,6/27/2017,2891,47.45
Cereal,11/17/2012,8804,205.70
Fruits,7/26/2016,5724,9.33
Meat,12/9/2015,8342,421.89
Personal Care,8/2/2014,3383,81.73
Office Supplies,5/22/2013,4602,651.21
Clothes,4/15/2014,7784,109.28
Cosmetics,7/3/2016,5748,437.20
Vegetables,9/30/2012,3341,154.06
Clothes,9/25/2015,2443,109.28
Snacks,7/3/2016,6967,152.58
Baby Food,12/24/2010,7853,255.28
Vegetables,4/9/2011,8076,154.06
Vegetables,8/18/2011,7641,154.06
Snacks,12/9/2014,8583,152.58
Cereal,10/19/2013,9971,205.70
Snacks,1/4/2017,2902,152.58
Fruits,7/7/2015,5507,9.33
Beverages,6/13/2016,7946,47.45
Household,9/5/2016,7413,668.27
Cereal,2/12/2014,3130,205.70
Snacks,7/13/2011,1353,152.58
Vegetables,10/4/2012,368,154.06
Baby Food,5/4/2011,5492,255.28
Fruits,1/8/2017,4074,9.33
Fruits,2/12/2014,493,9.33
Fruits,9/22/2010,1162,9.33
Vegetables,3/18/2012,9521,154.06
Meat,6/11/2017,1046,421.89
Snacks,12/28/2014,8240,152.58
Beverages,3/18/2017,5639,47.45
Beverages,1/6/2011,4813,47.45
Cosmetics,9/3/2014,9357,437.20
Personal Care,6/10/2013,9904,81.73
Personal Care,5/12/2016,9114,81.73
Snacks,8/12/2014,6679,152.58
Office Supplies,7/28/2015,4322,651.21
Beverages,4/30/2016,800,47.45
Meat,1/17/2015,6897,421.89
Vegetables,9/20/2014,432,154.06
Meat,11/9/2011,1252,421.89
Baby Food,5/17/2015,6239,255.28
Clothes,7/18/2012,4302,109.28
Clothes,8/19/2010,1385,109.28
Meat,5/24/2010,5460,421.89
Baby Food,6/9/2017,1534,255.28
Household,9/22/2015,6641,668.27
Cosmetics,10/11/2016,4850,437.20
Snacks,6/20/2010,2259,152.58
Cosmetics,3/29/2014,1997,437.20
Office Supplies,4/21/2016,9227,651.21
Snacks,4/22/2017,6140,152.58
Personal Care,5/17/2011,6960,81.73
Clothes,8/21/2012,2942,109.28
Fruits,7/29/2013,7371,9.33
Cereal,7/5/2011,567,205.70
Baby Food,5/26/2012,4876,255.28
Beverages,12/5/2011,9679,47.45
Vegetables,5/24/2014,6388,154.06
Baby Food,10/24/2013,3444,255.28
Vegetables,11/2/2012,1320,154.06
Beverages,5/25/2011,7523,47.45
Beverages,6/26/2010,1588,47.45
Snacks,12/12/2015,82,152.58
Clothes,12/23/2011,1605,109.28
Beverages,5/2/2010,1785,47.45
Fruits,4/11/2016,8285,9.33
Beverages,3/11/2017,5796,47.45
Personal Care,9/3/2016,1042,81.73
Fruits,8/9/2015,7779,9.33
Personal Care,12/2/2015,1791,81.73
Fruits,11/3/2016,5897,9.33
Beverages,1/31/2011,4945,47.45
Baby Food,5/8/2011,815,255.28
Baby Food,4/10/2016,7419,255.28
Fruits,3/9/2014,5698,9.33
Baby Food,3/16/2017,8626,255.28
Meat,1/4/2012,6208,421.89
Snacks,8/18/2016,480,152.58
Baby Food,2/2/2016,510,255.28
Cereal,8/14/2011,7397,205.70
Beverages,11/14/2016,9269,47.45
Cosmetics,4/11/2016,6289,437.20
Snacks,4/7/2014,5648,152.58
Vegetables,4/28/2016,6570,154.06
Office Supplies,1/29/2010,5311,651.21
Office Supplies,7/5/2014,156,651.21
Beverages,7/31/2015,6423,47.45
Cereal,6/22/2015,1460,205.70
Vegetables,8/23/2013,9647,154.06
Household,8/11/2010,7395,668.27
Office Supplies,10/1/2011,8147,651.21
Office Supplies,12/4/2015,7376,651.21
Snacks,9/15/2011,7588,152.58
Fruits,6/13/2011,3318,9.33
Household,3/17/2017,6134,668.27
Household,12/20/2016,9634,668.27
Cereal,2/17/2011,4448,205.70
Fruits,4/23/2016,3238,9.33
Clothes,2/7/2016,5695,109.28
Baby Food,4/29/2010,3544,255.28
Vegetables,3/18/2011,5539,154.06
Beverages,11/29/2016,2466,47.45
Baby Food,4/18/2015,2144,255.28
Personal Care,6/5/2010,4419,81.73
Snacks,3/26/2011,6173,152.58
Meat,7/19/2012,6317,421.89
Personal Care,1/27/2014,792,81.73
Clothes,7/25/2016,7572,109.28
Clothes,6/26/2010,1663,109.28
Fruits,1/30/2010,101,9.33
Clothes,9/25/2011,6952,109.28
Personal Care,11/19/2012,8316,81.73
Office Supplies,11/1/2015,7322,651.21
Vegetables,5/15/2016,9132,154.06
Household,2/17/2015,5937,668.27
Office Supplies,10/27/2013,1962,651.21
Beverages,6/4/2011,8462,47.45
Beverages,7/24/2015,8722,47.45
Personal Care,12/27/2015,3060,81.73
Office Supplies,2/2/2011,3824,651.21
Personal Care,9/9/2011,395,81.73
Vegetables,7/8/2014,4183,154.06
Household,8/3/2013,3632,668.27
Snacks,7/23/2011,9214,152.58
Meat,12/2/2015,8434,421.89
Snacks,7/12/2012,829,152.58
Fruits,10/21/2014,2966,9.33
Snacks,7/5/2014,3444,152.58
Baby Food,11/1/2015,7892,255.28
Meat,6/17/2016,3971,421.89
Office Supplies,5/7/2011,6375,651.21
Clothes,9/1/2011,1826,109.28
Fruits,9/20/2010,4080,9.33
Personal Care,6/14/2010,8923,81.73
Meat,1/29/2010,9171,421.89
Household,6/18/2017,9674,668.27
Office Supplies,1/6/2015,2312,651.21
Vegetables,7/7/2016,996,154.06
Clothes,4/18/2010,6667,109.28
Snacks,1/16/2016,2300,152.58
Beverages,11/12/2012,7900,47.45
Baby Food,3/22/2011,5503,255.28
Cosmetics,4/13/2011,4175,437.20
Office Supplies,4/9/2014,5017,651.21
Clothes,2/17/2011,6157,109.28
Household,7/30/2016,7756,668.27
Fruits,4/29/2012,7008,9.33
Snacks,6/8/2011,3136,152.58
Fruits,9/3/2016,2394,9.33
Clothes,9/24/2016,3069,109.28
Baby Food,9/21/2012,478,255.28
Cereal,5/26/2014,1970,205.70
Personal Care,8/22/2013,1925,81.73
Vegetables,12/21/2010,6753,154.06
Clothes,10/6/2011,9898,109.28
Personal Care,11/17/2014,6832,81.73
Baby Food,6/19/2016,61,255.28
Household,9/24/2013,4122,668.27
Personal Care,4/21/2016,580,81.73
Vegetables,3/2/2012,3035,154.06
Household,11/13/2016,2117,668.27
Baby Food,9/23/2016,486,255.28
Beverages,6/30/2010,7836,47.45
Clothes,2/15/2013,5890,109.28
Beverages,2/19/2014,3403,47.45
Meat,9/7/2011,1160,421.89
Snacks,5/5/2016,6980,152.58
Beverages,1/16/2017,711,47.45
Snacks,2/18/2015,9233,152.58
Office Supplies,1/10/2013,1456,651.21
Household,6/2/2010,3324,668.27
Cosmetics,8/22/2015,2810,437.20
Clothes,7/30/2011,4918,109.28
Baby Food,6/25/2012,6686,255.28
Meat,9/25/2014,2180,421.89
Personal Care,10/10/2015,7498,81.73
Snacks,5/1/2010,5772,152.58
Office Supplies,11/27/2016,2162,651.21
Personal Care,6/5/2013,8860,81.73
Meat,9/27/2016,90,421.89
Vegetables,9/6/2010,7107,154.06
Snacks,6/13/2010,3197,152.58
Fruits,5/13/2013,8678,9.33
Cereal,4/2/2010,5897,205.70
Vegetables,12/4/2011,4236,154.06
Personal Care,2/11/2015,5104,81.73
Meat,11/2/2013,6945,421.89
Personal Care,9/30/2010,232,81.73
Fruits,5/5/2013,2470,9.33
Snacks,1/18/2015,3195,152.58
Snacks,2/19/2014,8975,152.58
Cosmetics,7/8/2017,8407,437.20
Cosmetics,3/27/2014,7123,437.20
Snacks,2/11/2017,2783,152.58
Fruits,7/19/2013,79,9.33
Cereal,9/14/2014,5735,205.70
Office Supplies,11/19/2013,3507,651.21
Clothes,1/11/2013,9179,109.28
Baby Food,5/14/2011,5570,255.28
Personal Care,9/28/2016,7529,81.73
Cereal,8/1/2011,6934,205.70
Snacks,3/25/2017,7698,152.58
Vegetables,6/13/2014,762,154.06
Snacks,5/9/2015,9100,152.58
Office Supplies,3/12/2014,2717,651.21
Vegetables,11/10/2013,3650,154.06
Personal Care,7/8/2014,965,81.73
Baby Food,5/24/2017,5762,255.28
Clothes,6/8/2013,6169,109.28
Vegetables,5/9/2017,2349,154.06
Clothes,11/10/2010,1493,109.28
Meat,8/3/2014,2826,421.89
Cosmetics,3/2/2016,2602,437.20
Fruits,11/9/2011,9107,9.33
Fruits,5/4/2010,7659,9.33
Vegetables,10/18/2013,5606,154.06
Baby Food,2/10/2014,7328,255.28
Cosmetics,10/21/2011,9236,437.20
Cosmetics,3/31/2012,4774,437.20
Snacks,4/22/2014,9413,152.58
Vegetables,2/15/2014,5660,154.06
Vegetables,6/26/2016,8050,154.06
Clothes,11/15/2015,8151,109.28
Fruits,5/31/2015,9561,9.33
Meat,7/4/2015,2910,421.89
Baby Food,1/18/2010,860,255.28
Fruits,12/6/2012,3103,9.33
Household,5/25/2016,1362,668.27
Household,7/14/2017,4392,668.27
Vegetables,7/1/2014,2980,154.06
Beverages,4/16/2010,4942,47.45
Meat,7/23/2016,128,421.89
Cereal,12/8/2011,5417,205.70
Personal Care,12/23/2013,9720,81.73
Beverages,10/23/2014,8981,47.45
Clothes,3/9/2015,1172,109.28
Beverages,2/21/2013,1298,47.45
Beverages,5/10/2015,6395,47.45
Office Supplies,8/19/2010,532,651.21
Clothes,7/25/2011,9806,109.28
Office Supplies,11/14/2012,7347,651.21
Household,5/6/2010,8317,668.27
Clothes,3/12/2012,4908,109.28
Clothes,7/23/2012,1343,109.28
Snacks,5/31/2010,8878,152.58
Beverages,5/19/2013,798,47.45
Cereal,3/21/2011,7421,205.70
Beverages,6/17/2017,1095,47.45
Vegetables,8/18/2012,1201,154.06
Baby Food,3/8/2016,9150,255.28
Personal Care,7/24/2014,3383,81.73
Office Supplies,5/31/2010,4375,651.21
